"fdc_id","description","Calories","Carbohydrate","Protein","Fats","Sugars","sugar_was_estimated"
167802,"Lemon juice from concentrate, bottled, REAL LEMON",73,5.66,0.47,0.07,1.59,FALSE
167803,"Cranberry sauce, whole, canned, OCEAN SPRAY",158,40.4,0.75,0.05,31.3,FALSE
167804,"Cranberry sauce, jellied, canned, OCEAN SPRAY",669,40.61,1.05,0.04,32.2,FALSE
167805,"Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C",44,10.53,0.5,0.1,10.3,FALSE
167806,"Baobab powder",250,79.65,3.69,0.47,15.93,TRUE
167807,"Cherry juice, tart",248,13.7,0.31,0.54,12.21,FALSE
167808,"Raspberries, puree, seedless",170,7.99,1.02,0.87,6.04,FALSE
167809,"Raspberries, puree, with seeds",55,11.51,1.1,0.97,6.56,FALSE
167810,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",211,0,18.22,14.79,0,FALSE
167811,"Pork, fresh, backfat, raw",812,0,2.92,88.69,0,FALSE
167812,"Pork, fresh, belly, raw",2167,0,9.34,53.01,0,FALSE
167813,"Pork, fresh, separable fat, raw",2645,0,9.25,65.7,0,FALSE
167814,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",182,0,20.27,10.63,0,FALSE
167815,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",873,0,27.03,10.32,0,FALSE
167816,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",120,0,21.81,2.93,0,FALSE
167817,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",690,0,28.86,4.62,0,FALSE
167818,"Pork, fresh, loin, whole, separable lean and fat, raw",198,0,19.74,12.58,0,FALSE
167819,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",239,0,27.23,13.62,0,FALSE
167820,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",1013,0,27.32,13.92,0,FALSE
167821,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",248,0,27.09,14.65,0,FALSE
167822,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",194,0,19.56,12.27,0,FALSE
167823,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",255,0,26.54,15.71,0,FALSE
167824,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",965,0,23.72,14.35,0,FALSE
167825,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",1065,0,24.29,16.71,0,FALSE
167826,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",1014,0,28.21,13.51,0,FALSE
167827,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",209,0,25.61,11.06,0,FALSE
167828,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",966,0,27.01,12.8,0,FALSE
167829,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",127,0,21.99,3.71,0,FALSE
167830,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",1091,0,26.66,16.28,0,FALSE
167831,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",222,0,24.42,13.04,0,FALSE
167832,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",1036,0,26.99,14.68,0,FALSE
167833,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",570,0,21.79,4.8,0,FALSE
167834,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",979,0,28.81,12.31,0,FALSE
167835,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",928,0,26.96,11.82,0,FALSE
167836,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",230,0,26.64,12.87,0,FALSE
167837,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",538,0,21.65,4.02,0,FALSE
167838,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",195,0,31,6.9,0,FALSE
167839,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",155,0,21.55,6.94,0,FALSE
167840,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",835,0,29.2,8.31,0,FALSE
167841,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",196,0,26.62,9.14,0,FALSE
167842,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",192,0,26.45,8.82,0,FALSE
167843,"Pork, fresh, shoulder, whole, separable lean and fat, raw",987,0,17.18,17.99,0,FALSE
167844,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",292,0,23.28,21.39,0,FALSE
167845,"Pork, fresh, shoulder, whole, separable lean only, raw",619,0,19.55,7.14,0,FALSE
167846,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",230,0,25.33,13.54,0,FALSE
167847,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",194,0,26.76,8.87,0,FALSE
167848,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",228,0,26.68,12.62,0,FALSE
167849,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",186,0,17.42,12.36,0,FALSE
167850,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",1116,0,25.07,17.69,0,FALSE
167851,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",1084,0,25.58,16.61,0,FALSE
167852,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",232,0,24.21,14.3,0,FALSE
167853,"Pork, fresh, spareribs, separable lean and fat, raw",1159,0,15.47,23.4,0,FALSE
167854,"Pork, fresh, spareribs, separable lean and fat, cooked, braised",397,0,29.06,30.3,0,FALSE
167855,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",201,0,27.51,9.21,0,FALSE
167856,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",975,0,12.49,20.32,0,FALSE
167857,"Pork, fresh, variety meats and by-products, ears, frozen, raw",234,0.6,22.45,15.1,0.6,TRUE
167858,"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",695,0.2,15.95,10.8,0.2,TRUE
167859,"Pork, fresh, variety meats and by-products, feet, raw",212,0,23.16,12.59,0,FALSE
167860,"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",151,0,25.4,4.7,0,FALSE
167861,"Pork, fresh, variety meats and by-products, leaf fat, raw",3586,0,1.76,94.16,0,FALSE
167862,"Pork, fresh, variety meats and by-products, liver, raw",561,2.47,21.39,3.65,1.85,TRUE
167863,"Pork, fresh, variety meats and by-products, liver, cooked, braised",690,3.76,26.02,4.4,2.82,TRUE
167864,"Pork, fresh, variety meats and by-products, lungs, raw",356,0,14.08,2.72,0,FALSE
167865,"Pork, fresh, variety meats and by-products, spleen, raw",418,0,17.86,2.59,0,FALSE
167866,"Pork, fresh, variety meats and by-products, spleen, cooked, braised",623,0,28.2,3.2,0,FALSE
167867,"Pork, fresh, variety meats and by-products, stomach, raw",159,0,16.85,10.14,0,FALSE
167868,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",222,0,26.38,12.14,0,FALSE
167869,"Canadian bacon, unprepared",110,1.34,20.31,2.62,0.9,FALSE
167870,"Pork, cured, feet, pickled",586,0.01,11.63,10.02,0.01,TRUE
167871,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",145,1.5,20.93,5.53,1.5,TRUE
167872,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",745,0,22.62,9.02,0,FALSE
167873,"Pork, cured, ham, patties, unheated",1318,1.69,12.78,28.19,1.69,TRUE
167874,"Pork, cured, ham, steak, boneless, extra lean, unheated",510,0,19.56,4.25,0,FALSE
167875,"Pork, cured, ham, whole, separable lean and fat, unheated",246,0.06,18.49,18.52,0.06,TRUE
167876,"Pork, cured, ham, whole, separable lean only, unheated",147,0.05,22.32,5.71,0.05,TRUE
167877,"Pork, cured, separable fat (from ham and arm picnic), unheated",2423,0.09,5.68,61.41,0.09,TRUE
167878,"Pork, cured, separable fat (from ham and arm picnic), roasted",591,0,7.64,61.86,0,FALSE
167879,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",280,0,20.43,21.35,0,FALSE
167880,"Pork, cured, shoulder, arm picnic, separable lean only, roasted",711,0,24.94,7.04,0,FALSE
167881,"Pork, fresh, variety meats and by-products, tail, cooked, simmered",396,0,17,35.8,0,FALSE
167882,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",195,0,29.56,7.66,0,FALSE
167883,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",211,0,28.84,9.73,0,FALSE
167884,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried",1072,0,25.02,16.56,0,FALSE
167885,"Pork, cured, ham, extra lean and regular, canned, unheated",144,0,17.97,7.46,0,FALSE
167886,"Pork, cured, ham, extra lean and regular, canned, roasted",167,0.49,20.94,8.43,0.49,TRUE
167887,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",821,0,29.36,7.86,0,FALSE
167888,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",216,0,18.95,14.95,0,FALSE
167889,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",211,0,19.9,14.01,0,FALSE
167890,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",1067,0,26.29,15.79,0,FALSE
167891,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",260,0,27.63,15.76,0,FALSE
167892,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",1142,0,25.82,18.05,0,FALSE
167893,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",224,0,27.68,11.8,0,FALSE
167894,"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",895,0,28.81,10.13,0,FALSE
167895,"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",792,0,19.34,11.82,0,FALSE
167896,"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",1141,0,26.49,17.71,0,FALSE
167897,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",359,0,21.75,29.46,0,FALSE
167898,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",171,0,28.41,5.47,0,FALSE
167899,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",170,0,28.19,5.53,0,FALSE
167900,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",192,0,29.62,7.32,0,FALSE
167901,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",121,0,22.81,2.59,0,FALSE
167902,"Pork, fresh, ground, raw",1100,0,16.88,21.19,0,FALSE
167903,"Pork, fresh, ground, cooked",1243,0,25.69,20.77,0,FALSE
167904,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",841,0,29.86,8.11,0,FALSE
167905,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",147,0,26.04,3.96,0,FALSE
167906,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",981,0,26.07,13.66,0,FALSE
167907,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",144,0,21.23,5.88,0,FALSE
167908,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",211,0,29.47,9.44,0,FALSE
167909,"HORMEL, Cure 81 Ham",106,0.21,18.43,3.59,0.21,TRUE
167910,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",499,4.63,18.2,3.07,3.33,FALSE
167911,"HORMEL Canadian Style Bacon",511,1.87,16.88,4.94,1.43,FALSE
167912,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",169,0,28.95,5,0,FALSE
167913,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",796,0,28.35,7.66,0,FALSE
167914,"Pork, cured, bacon, cooked, baked",2293,1.35,35.73,43.27,1.35,TRUE
167915,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted",507,0.87,21.41,3.56,0.84,FALSE
167916,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",399,0.67,15.43,3.48,0.67,FALSE
167917,"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",537,1.2,20.92,4.43,0.91,FALSE
167918,"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil",131,1.48,22.04,4.3,1.48,FALSE
167919,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",137,0.48,24.14,4.25,0.48,FALSE
167920,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",605,0.34,24.95,4.97,0.34,FALSE
167921,"Pillsbury Grands, Buttermilk Biscuits, refrigerated dough",1227,42.41,6.16,11.34,4.6,FALSE
167922,"Heinz, Weight Watcher, Chocolate Eclair, frozen",1008,40.3,4.4,6.9,16.8,FALSE
167923,"Interstate Brands Corp, Wonder Hamburger Rolls",273,50.84,8.07,4.15,11.06,FALSE
167924,"Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes",1276,74.25,5,1.09,43.38,FALSE
167925,"Crackers, cheese, sandwich-type with cheese filling",490,58.76,8.92,24.41,12.33,FALSE
167926,"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)",239,43.33,5.88,4.73,7.06,FALSE
167927,"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",385,71.83,4.01,9.02,31,FALSE
167928,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",409,72.7,4.7,11.03,28.99,FALSE
167929,"Muffin, blueberry, commercially prepared, low-fat",255,50.05,4.23,4.22,27.05,FALSE
167930,"Pie crust, refrigerated, regular, baked",2117,58.52,3.41,28.69,5.27,FALSE
167931,"Pie crust, deep dish, frozen, baked, made with enriched flour",2179,52.47,6.1,31.84,4.5,FALSE
167932,"Pie crust, refrigerated, regular, unbaked",445,51.11,2.97,25.46,4.41,FALSE
167933,"Crackers, whole-wheat, reduced fat",1739,75.52,11.34,7.59,1.22,FALSE
167934,"Crackers, wheat, reduced fat",1857,71.52,9.34,13.37,15.01,FALSE
167935,"Bread, pan dulce, sweet yeast bread",367,56.38,9.42,11.58,12.5,FALSE
167936,"Keikitos (muffins), Latino bakery item",467,53.16,6.81,25.24,25.81,FALSE
167937,"Cake, pound, Bimbo Bakeries USA, Panque Casero, home baked style",1747,48.94,6.62,21.7,28.77,FALSE
167938,"Pan Dulce, La Ricura, Salpora de Arroz con Azucar, cookie-like, contains wheat flour and rice flour",1863,66.28,8.81,16.11,21.86,FALSE
167939,"Garlic bread, frozen",1464,41.72,8.36,16.61,3.69,FALSE
167940,"Cinnamon buns, frosted (includes honey buns)",1890,48.6,4.45,26.61,25.7,FALSE
167941,"Crackers, cheese, reduced fat",418,68.19,10,11.67,13.64,TRUE
167942,"Crackers, saltines, whole wheat (includes multi-grain)",1665,68.25,7.14,10.71,13.65,TRUE
167943,"Bread, potato",266,47.07,12.5,3.13,9.38,FALSE
167944,"Bread, cheese",408,44.83,10.42,20.83,2.08,FALSE
167945,"Focaccia, Italian flatbread, plain",249,35.82,8.77,7.89,1.75,FALSE
167946,"SCHIFF,TIGER'S MILK BAR",387,56.46,16.8,14.29,36.4,FALSE
167947,"Candies, TOBLERONE, milk chocolate with honey and almond nougat",2045,61.21,5.71,28.57,55.74,FALSE
167948,"Snacks, corn-based, extruded, onion-flavor",2089,65.1,7.7,22.6,4.83,FALSE
167949,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",567,54.54,5.46,36.54,3.57,FALSE
167950,"Snacks, KRAFT, CORNNUTS, plain",446,71.86,8.5,15.64,0.61,FALSE
167951,"Snacks, crisped rice bar, chocolate chip",404,73,5.1,13.5,14.6,TRUE
167952,"Snacks, granola bars, hard, chocolate chip",1833,72.1,7.3,16.3,14.42,TRUE
167953,"Fruit syrup",1425,85.13,0,0,53,FALSE
167954,"Snacks, granola bars, soft, uncoated, plain",443,67.3,7.4,17.2,13.46,TRUE
167955,"Snacks, granola bars, soft, uncoated, peanut butter",1782,64.4,10.5,15.8,12.88,TRUE
167956,"Topping, SMUCKER'S MAGIC SHELL",2548,50.07,2.94,44.1,47.06,FALSE
167957,"Syrup, fruit flavored",261,65.1,0,0.02,65,FALSE
167958,"Snacks, oriental mix, rice-based",2117,51.62,17.31,25.58,3,FALSE
167959,"Snacks, popcorn, air-popped",1618,77.78,12.94,4.54,0.87,FALSE
167960,"Snacks, popcorn, cheese-flavor",2203,51.6,9.3,33.2,0.79,FALSE
167961,"Snacks, pork skins, plain",544,0,61.3,31.3,0,FALSE
167962,"Snacks, potato chips, barbecue-flavor",487,55.92,6.51,31.06,5.47,FALSE
167963,"Snacks, potato chips, sour-cream-and-onion-flavor",531,51.5,8.1,33.9,10.3,TRUE
167964,"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",1937,66.5,9.85,16.92,17.6,FALSE
167965,"Snacks, pretzels, hard, whole-wheat including both salted and unsalted",362,81.3,11.1,2.6,16.26,TRUE
167966,"Snacks, rice cracker brown rice, plain",387,81.5,8.2,2.8,0.89,FALSE
167967,"Snacks, rice cakes, brown rice, buckwheat",380,80.1,9,3.5,16.02,TRUE
167968,"Snacks, trail mix, tropical",1847,65.6,6.3,17.1,13.12,TRUE
167969,"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds",2024,44.9,14.2,31.9,23.88,FALSE
167970,"Snacks, tortilla chips, taco-flavor",480,63.1,7.9,24.2,12.62,TRUE
167971,"Candies, TOOTSIE ROLL, chocolate-flavor roll",387,87.73,1.59,3.31,56.32,FALSE
167972,"Candies, butterscotch",1638,90.4,0.03,3.3,80.46,FALSE
167973,"Candies, carob, unsweetened",2259,56.29,8.15,31.36,34.11,FALSE
167974,"Candies, caramels",1598,77,4.6,8.1,65.5,FALSE
167975,"Candies, CARAMELLO Candy Bar",462,63.81,6.19,21.19,56.92,FALSE
167976,"Candies, semisweet chocolate",480,63.9,4.2,30,54.5,FALSE
167977,"Candies, sweet chocolate",507,60.4,3.9,34.2,51.48,FALSE
167978,"Candies, sweet chocolate coated fondant",1533,80.4,2.2,9.3,71.42,FALSE
167979,"Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES",569,46.85,11.97,37.13,37.13,FALSE
167980,"Candies, confectioner's coating, butterscotch",539,67.1,2.2,29.05,67.1,FALSE
167981,"Ice creams, french vanilla, soft-serve",222,22.2,4.1,13,21.16,FALSE
167982,"Candies, YORK Peppermint Pattie",384,80.99,2.19,7.17,63.78,FALSE
167983,"Candies, TWIZZLERS NIBS CHERRY BITS",1453,79.37,2.3,2.64,51.35,FALSE
167984,"Candies, SYMPHONY Milk Chocolate Bar",531,58.01,8.51,30.57,53.96,FALSE
167985,"Candies, 5TH AVENUE Candy Bar",2017,62.68,8.78,23.98,47.19,FALSE
167986,"Candies, fondant, prepared-from-recipe",1560,93.18,0,0.02,88.9,FALSE
167987,"Candies, fudge, chocolate, prepared-from-recipe",410,76.7,2.39,10.41,73.12,FALSE
167988,"Candies, fudge, chocolate, with nuts, prepared-from-recipe",1927,68.15,4.38,18.93,63.37,FALSE
167989,"Candies, gumdrops, starch jelly pieces",1655,98.9,0,0,58.97,FALSE
167990,"Candies, hard",394,98,0,0.2,62.9,FALSE
167991,"Candies, jellybeans",375,93.55,0,0.05,70,FALSE
167992,"Candies, KIT KAT Wafer Bar",2169,64.59,6.51,25.99,48.68,FALSE
167993,"Candies, KRACKEL Chocolate Bar",523,64.34,6.62,26.58,52.53,FALSE
167994,"Candies, MARS SNACKFOOD US, MARS Almond Bar",1954,62.7,8.1,23,52.1,FALSE
167995,"Candies, marshmallows",318,81.3,1.8,0.2,57.56,FALSE
167996,"Candies, halavah, plain",469,60.49,12.49,21.52,12.1,TRUE
167997,"Candies, NESTLE, OH HENRY! Bar",1933,65.5,7.7,23,46.2,FALSE
167998,"Puddings, chocolate, dry mix, instant, prepared with 2% milk",441,18.89,3.15,1.92,7.56,TRUE
167999,"Baking chocolate, mexican, squares",1782,77.41,3.64,15.59,69.4,FALSE
168000,"Chocolate-flavored hazelnut spread",539,62.36,5.41,29.73,54.05,FALSE
168001,"Candies, milk chocolate coated peanuts",519,49.7,13.1,33.5,37.59,FALSE
168002,"Glutino, Gluten Free Wafers, Lemon Flavored",2156,74.39,0,24.18,42.31,FALSE
168003,"Glutino, Gluten Free Wafers, Milk Chocolate",541,62.82,4.06,30.42,40.99,FALSE
168004,"Mary's Gone Crackers, Original Crackers, Organic Gluten Free",446,64.29,12.06,15.63,1,FALSE
168005,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Cheddar",457,66.2,11.71,16.11,0.69,FALSE
168006,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza",1918,67.2,9.56,16.82,2.4,FALSE
168007,"Sage Valley, Gluten Free Vanilla Sandwich Cookies",499,71.88,3.13,22.15,43.94,FALSE
168008,"Schar, Gluten-Free, Classic White Rolls",1000,50.47,3.34,2.65,6.87,FALSE
168009,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",240,46.13,3.81,4.47,3.34,FALSE
168010,"Udi's, Gluten Free, Classic French Dinner Rolls",310,55.1,7.99,6.4,9.53,FALSE
168011,"Van's, Gluten Free, Totally Original Waffles",248,40.54,2.99,8.22,1.73,FALSE
168012,"Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free",471,67.57,7.63,18.93,13.51,TRUE
168013,"Bread, multi-grain (includes whole-grain)",265,43.34,13.36,4.23,6.39,FALSE
168014,"Cookies, animal crackers (includes arrowroot, tea biscuits)",1866,74.1,6.9,13.8,23.3,FALSE
168015,"Sweet Potatoes, french fried, crosscut, frozen, unprepared",209,25.52,1.7,11.1,6.46,FALSE
168016,"Sweet Potato puffs, frozen, unprepared",161,30.72,1.36,3.58,7.65,FALSE
168017,"Mouse nuts, roots (Alaska Native)",81,16.1,3.9,0.1,6.44,TRUE
168018,"Mouse nuts, seedlings (Alaska Native)",104,16.3,7.3,1.1,6.52,TRUE
168019,"Octopus (Alaska Native)",236,0,12.3,0.8,0,FALSE
168020,"Seal, bearded (Oogruk), meat, dried (Alaska Native)",1469,0,82.6,2.3,0,FALSE
168021,"Fish, pike, northern, liver (Alaska Native)",156,4.3,16.6,8,3.22,TRUE
168022,"Rhubarb, wild, leaves (Alaska Native)",255,9.9,4.2,0.5,7.43,TRUE
168023,"Fish, salmon, tipnuk, fermented (Alaska Native)",665,0,15.9,10.6,0,FALSE
168024,"Fish, salmon, king, chinook, kippered, canned (Alaska Native)",266,0,30.7,15.9,0,FALSE
168025,"Seal, ringed, meat (Alaska Native)",142,0,28.4,3.2,0,FALSE
